Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Age in Days
A911865,*Cinnamon,10/01/2024 12:22:00 PM,Oct 2024,07/16/2024,Adoption,Foster,1,3,2 months,Domestic Shorthair,Brown Tabby,0.09589041095890412
A911863,*Mercury,10/01/2024 12:33:00 PM,Oct 2024,07/29/2024,Adoption,Foster,1,2,2 months,Domestic Shorthair,Blue Tabby,0.09589041095890412
A911866,*Clove,10/01/2024 12:25:00 PM,Oct 2024,07/16/2024,Adoption,Foster,1,3,2 months,Domestic Shorthair,Brown Tabby,0.09589041095890412
A903860,*Magpie,10/01/2024 12:01:00 PM,Oct 2024,05/03/2023,Adoption,Foster,1,3,1 year,Domestic Shorthair,Black/White,0.12121212121212122
A912737,Mickey,10/01/2024 02:32:00 PM,Oct 2024,09/04/2012,Transfer,Partner,2,1,12 years,Pomeranian,Red/White,0.4545454545454546
A757139,Zay,10/01/2024 03:11:00 PM,Oct 2024,04/29/2014,Transfer,Partner,2,2,10 years,German Shepherd Mix,Black Brindle,0.3939393939393939
A911670,Hina,10/01/2024 03:25:00 PM,Oct 2024,08/19/2020,Adoption,Foster,1,3,4 years,Domestic Shorthair,Blue,0.21212121212121213
A912547,Zeus,10/01/2024 05:38:00 PM,Oct 2024,09/02/2020,Euthanasia,Court/Investigation,2,1,4 years,Pit Bull/Labrador Retriever,Blue/White,0.21212121212121213
A867980,*Raisin,10/02/2024 11:22:00 AM,Oct 2024,10/26/2020,Adoption,Foster,2,2,3 years,Pit Bull,Chocolate/White,0.18181818181818182
A913202,*Madame Butterfly,10/02/2024 01:13:00 PM,Oct 2024,09/12/2021,Transfer,Partner,1,0,3 years,Domestic Shorthair,Calico,0.18181818181818182
A796679,Hyper,02/20/2020 12:42:00 PM,Feb 2020,04/27/2019,Adoption,Foster,2,2,9 months,Miniature Schnauzer/Beagle,Black,0.11332503113325032
A908242,*California,10/02/2024 02:20:00 PM,Oct 2024,05/12/2024,Adoption,Foster,1,3,4 months,Domestic Shorthair,Calico,0.10087173100871731
A912162,*Winifred,10/02/2024 02:05:00 PM,Oct 2024,07/26/2024,Adoption,Foster,1,3,2 months,Domestic Shorthair,Black,0.09589041095890412
A908181,*New York,10/02/2024 02:17:00 PM,Oct 2024,04/30/2024,Adoption,Foster,1,3,5 months,Domestic Shorthair,Brown Tabby,0.10336239103362391
A909333,*Pepperoni,10/02/2024 02:25:00 PM,Oct 2024,03/23/2024,Adoption,Foster,2,2,6 months,German Shorthair Pointer Mix,White/Brown,0.10585305105853052
A912413,*Chimichanga,10/02/2024 05:05:00 PM,Oct 2024,07/23/2024,Adoption,Foster,1,3,2 months,Domestic Shorthair,Black,0.09589041095890412
A910947,*Pip,10/02/2024 05:05:00 PM,Oct 2024,08/07/2023,Adoption,Foster,3,1,1 year,Guinea Pig,Calico,0.12121212121212122
A892225,Pepto,10/03/2024 02:58:00 PM,Oct 2024,09/10/2023,Transfer,Partner,2,2,1 year,English Coonhound,Black/Brown,0.12121212121212122
A904232,*Sicily,10/03/2024 03:10:00 PM,Oct 2024,01/01/2024,Adoption,Foster,2,3,9 months,American Staffordshire Terrier Mix,Tan,0.11332503113325032
A910860,*May,10/03/2024 05:49:00 PM,Oct 2024,02/06/2024,Adoption,Foster,2,3,7 months,Siberian Husky Mix,Brown/White,0.10834371108343711
A914619,102 Grams,10/04/2024 11:46:00 AM,Oct 2024,10/02/2024,Transfer,Partner,1,0,2 days,Domestic Shorthair,Brown Tabby,0.09107513491075135
A914660,Green,10/04/2024 06:56:00 PM,Oct 2024,09/19/2024,Transfer,Partner,2,1,2 weeks,Labrador Retriever Mix,Chocolate/White,0.09207139892071399
A914659,Pink,10/04/2024 06:55:00 PM,Oct 2024,09/19/2024,Transfer,Partner,2,0,2 weeks,Labrador Retriever Mix,Chocolate/White,0.09207139892071399
A914662,Red,10/04/2024 06:56:00 PM,Oct 2024,09/19/2024,Transfer,Partner,2,1,2 weeks,Labrador Retriever Mix,Chocolate/White,0.09207139892071399
A914661,Tri,10/04/2024 06:56:00 PM,Oct 2024,09/19/2024,Transfer,Partner,2,1,2 weeks,Labrador Retriever Mix,Tricolor,0.09207139892071399
A914663,Black,10/04/2024 06:57:00 PM,Oct 2024,09/19/2024,Transfer,Partner,2,0,2 weeks,Labrador Retriever Mix,Black/White,0.09207139892071399
A882727,Blaze,10/05/2024 08:55:00 AM,Oct 2024,04/06/2023,Adoption,Foster,1,2,1 year,Domestic Shorthair,Brown Tabby,0.12121212121212122
A632791,Leonard,10/05/2024 08:50:00 AM,Oct 2024,07/23/2010,Adoption,Foster,2,2,14 years,Labrador Retriever Mix,Black,0.5151515151515151
A912421,*Pedro Pspspascal,10/05/2024 09:48:00 AM,Oct 2024,07/15/2024,Adoption,Foster,1,2,2 months,Siamese Mix,Seal Point,0.09589041095890412
A914256,Honey,10/05/2024 11:06:00 AM,Oct 2024,09/28/2023,Transfer,Partner,2,0,1 year,Golden Retriever,Gold,0.12121212121212122
A913913,*Nina,10/05/2024 12:32:00 PM,Oct 2024,09/23/2015,Transfer,Partner,1,0,9 years,Domestic Medium Hair,Black/Black,0.36363636363636365
A912263,*Cheese,10/05/2024 02:41:00 PM,Oct 2024,07/22/2024,Adoption,Foster,1,3,2 months,Domestic Shorthair,Cream Tabby,0.09589041095890412
A910431,*Myoga,10/05/2024 02:25:00 PM,Oct 2024,04/06/2024,Adoption,Foster,2,3,5 months,Anatol Shepherd/Great Pyrenees,White,0.10336239103362391
A912262,*Mac,10/05/2024 02:57:00 PM,Oct 2024,07/22/2024,Adoption,Foster,1,3,2 months,Domestic Shorthair,Cream Tabby,0.09589041095890412
A912264,*Fig,10/05/2024 02:34:00 PM,Oct 2024,07/22/2024,Adoption,Foster,1,2,2 months,Domestic Shorthair,Blue,0.09589041095890412
A912908,*Britney,10/05/2024 03:22:00 PM,Oct 2024,04/02/2024,Adoption,Foster,2,3,6 months,Rat Terrier Mix,Black/Tan,0.10585305105853052
A911166,*Purple,10/05/2024 04:02:00 AM,Oct 2024,07/19/2024,Adoption,Foster,1,2,2 months,Domestic Shorthair,Blue Tabby,0.09589041095890412
A911163,*Blue,10/05/2024 04:09:00 AM,Oct 2024,07/19/2024,Adoption,Foster,1,3,2 months,Domestic Shorthair,Blue Tabby,0.09589041095890412
A911164,*Gray,10/05/2024 04:05:00 AM,Oct 2024,07/19/2024,Adoption,Foster,1,3,2 months,Domestic Shorthair,Blue Tabby,0.09589041095890412
A910976,*Poppy,10/05/2024 04:29:00 AM,Oct 2024,03/07/2024,Adoption,Foster,2,3,6 months,Great Pyrenees,Tan,0.10585305105853052
A913931,*Marzipan,10/05/2024 06:15:00 PM,Oct 2024,09/23/2022,Transfer,Partner,1,0,2 years,Domestic Medium Hair,Torbie,0.15151515151515152
A911654,*Clover,10/07/2024 09:18:00 AM,Oct 2024,08/19/2019,Transfer,Snr,1,0,5 years,Domestic Shorthair,Orange Tabby,0.24242424242424243
A910632,Adonis,10/07/2024 02:52:00 PM,Oct 2024,08/02/2022,Transfer,Partner,2,2,2 years,Black Mouth Cur Mix,Tan,0.15151515151515152
A914827,83 G,10/07/2024 05:00:00 PM,Oct 2024,10/05/2024,Transfer,Partner,1,0,2 days,Domestic Shorthair,Brown Tabby,0.09107513491075135
A914810,130 G,10/07/2024 04:59:00 PM,Oct 2024,10/02/2024,Transfer,Partner,1,1,5 days,Domestic Shorthair,Orange Tabby,0.09132420091324202
A914813,118 G,10/07/2024 04:59:00 PM,Oct 2024,10/02/2024,Transfer,Partner,1,0,5 days,Domestic Shorthair,Brown Tabby,0.09132420091324202
A914828,67 G,10/07/2024 05:00:00 PM,Oct 2024,10/05/2024,Transfer,Partner,1,0,2 days,Domestic Shorthair,Tortie,0.09107513491075135
A914812,120 G,10/07/2024 04:59:00 PM,Oct 2024,10/02/2024,Transfer,Partner,1,1,5 days,Domestic Shorthair,Brown Tabby,0.09132420091324202
A914811,120 G,10/07/2024 04:59:00 PM,Oct 2024,10/02/2024,Transfer,Partner,1,0,5 days,Domestic Shorthair,Orange Tabby,0.09132420091324202
A914822,69 Grams,10/07/2024 05:00:00 PM,Oct 2024,10/05/2024,Transfer,Partner,1,0,2 days,Domestic Shorthair,Torbie,0.09107513491075135
A914814,116 G,10/07/2024 04:59:00 PM,Oct 2024,10/02/2024,Transfer,Partner,1,0,5 days,Domestic Shorthair,Torbie,0.09132420091324202
A914826,89 G,10/07/2024 05:00:00 PM,Oct 2024,10/05/2024,Transfer,Partner,1,1,2 days,Domestic Shorthair,Brown Tabby/White,0.09107513491075135
A878649,*Dandy,10/08/2024 09:21:00 AM,Oct 2024,04/14/2021,Adoption,Foster,2,2,3 years,German Shepherd,Tan/Black,0.18181818181818182
A907641,Sugar,10/08/2024 10:21:00 AM,Oct 2024,06/18/2011,Return to Owner,Field,2,3,13 years,Catahoula Mix,Black,0.48484848484848486
A914485,*Golden Sophia,10/08/2024 12:50:00 PM,Oct 2024,10/01/2010,Transfer,Partner,1,0,14 years,Domestic Shorthair,Tortie,0.5151515151515151
A909010,Pip,10/06/2024 02:56:00 PM,Oct 2024,07/09/2021,Euthanasia,Court/Investigation,2,1,3 years,American Bulldog Mix,White,0.18181818181818182
A913091,Killer,10/08/2024 02:29:00 PM,Oct 2024,09/10/2022,Euthanasia,Court/Investigation,2,1,2 years,Pit Bull,Blue/White,0.15151515151515152
A868071,Eugene,10/08/2024 02:30:00 PM,Oct 2024,10/28/2018,Euthanasia,Court/Investigation,2,1,5 years,Pit Bull/Labrador Retriever,White/Black,0.24242424242424243
A914695,Stella,10/05/2024 12:11:00 PM,Oct 2024,10/05/2018,Transfer,Partner,2,0,6 years,Pit Bull,Blue/White,0.2727272727272727
A913781,*Scout,10/09/2024 08:44:00 AM,Oct 2024,09/26/2023,Adoption,Foster,2,3,1 year,Chihuahua Shorthair Mix,White/Tan,0.12121212121212122
A914841,*Sweater Weather,10/09/2024 01:57:00 PM,Oct 2024,09/01/2024,Euthanasia,Suffering,1,1,1 month,Domestic Shorthair,Brown Tabby,0.09339975093399751
A901812,*Tug,10/09/2024 03:24:00 PM,Oct 2024,04/09/2017,Adoption,Foster,2,2,7 years,Akita,Buff,0.30303030303030304
A911199,*Grizzly,10/09/2024 03:46:00 PM,Oct 2024,07/18/2024,Adoption,Foster,2,2,2 months,Labrador Retriever,Black/White,0.09589041095890412
A911618,*Blue,10/09/2024 03:58:00 PM,Oct 2024,07/21/2024,Adoption,Foster,1,2,2 months,Domestic Shorthair,Blue Tabby,0.09589041095890412
A911270,*Cloudy,10/09/2024 03:29:00 PM,Oct 2024,06/18/2024,Adoption,Foster,1,3,3 months,Domestic Shorthair,Black,0.09838107098381071
A911200,*Kodiak,10/09/2024 03:52:00 PM,Oct 2024,07/18/2024,Adoption,Foster,2,3,2 months,Labrador Retriever/German Shepherd,Brown/Black,0.09589041095890412
A909186,*Pina Colada,10/09/2024 04:48:00 PM,Oct 2024,05/11/2024,Adoption,Foster,1,2,4 months,Domestic Shorthair,Orange Tabby,0.10087173100871731
A566837,Chica,10/09/2024 04:21:00 PM,Oct 2024,06/17/2009,Euthanasia,Suffering,1,3,15 years,Domestic Shorthair Mix,Calico,0.5454545454545455
A911796,Meeko,10/09/2024 04:53:00 PM,Oct 2024,08/21/2012,Adoption,Foster,1,3,12 years,Domestic Longhair,Brown Tabby,0.4545454545454546
A773798,*Sky,06/10/2018 04:15:00 PM,Jun 2018,06/05/2017,Adoption,Foster,2,3,1 year,Chihuahua Shorthair Mix,Black/Brown,0.12121212121212122
A912417,*Tostada,10/09/2024 04:18:00 PM,Oct 2024,07/23/2024,Adoption,Foster,1,3,2 months,Domestic Shorthair,Lilac Point,0.09589041095890412
A909015,Ghost,10/09/2024 04:32:00 PM,Oct 2024,07/09/2023,Adoption,Foster,1,3,1 year,Domestic Shorthair,White,0.12121212121212122
A912731,Roscoe,10/09/2024 04:45:00 PM,Oct 2024,09/04/2022,Adoption,Foster,2,2,2 years,Treeing Walker Coonhound Mix,Black/White,0.15151515151515152
A912321,*Fig,10/09/2024 04:01:00 PM,Oct 2024,07/21/2024,Adoption,Foster,1,2,2 months,Domestic Shorthair,Brown Tabby,0.09589041095890412
A900076,*Augustus Boop,10/09/2024 04:07:00 PM,Oct 2024,03/14/2022,Adoption,Foster,2,2,2 years,Pit Bull,Blue/White,0.15151515151515152
A911271,*Eclipse,10/09/2024 04:24:00 PM,Oct 2024,06/18/2024,Adoption,Foster,1,2,3 months,Domestic Shorthair,Black,0.09838107098381071
A906624,*Remus,10/09/2024 04:19:00 PM,Oct 2024,06/05/2006,Euthanasia,Suffering,1,2,18 years,Domestic Shorthair,Cream Tabby/White,0.6363636363636365
A912415,*Pico,10/09/2024 04:15:00 PM,Oct 2024,07/23/2024,Adoption,Foster,1,2,2 months,Domestic Shorthair,Blue,0.09589041095890412
A907013,*Peppercorn,10/08/2024 02:32:00 PM,Oct 2024,06/10/2022,Euthanasia,Behavior,2,2,2 years,Labrador Retriever/Chow Chow,Cream/White,0.15151515151515152
A901238,Blue,10/08/2024 01:00:00 PM,Oct 2024,03/30/2022,Euthanasia,Suffering,2,1,2 years,Great Dane/Cane Corso,Blue/White,0.15151515151515152
A903602,*Chive,09/25/2024 06:40:00 PM,Sep 2024,05/01/2022,Euthanasia,Behavior,2,2,2 years,Pit Bull,Black/White,0.15151515151515152
A909008,Lil Miss,10/06/2024 02:55:00 PM,Oct 2024,07/09/2019,Euthanasia,Court/Investigation,2,0,5 years,Pit Bull Mix,White,0.24242424242424243
A915003,132 Grams,10/10/2024 01:54:00 PM,Oct 2024,10/06/2024,Transfer,Partner,1,1,4 days,Domestic Shorthair,Black,0.09124117891241179
A893927,*Balto,10/10/2024 05:00:00 PM,Oct 2024,01/30/2023,Transfer,Partner,2,2,1 year,Siberian Husky,Black/White,0.12121212121212122
A915056,Bat,10/11/2024 09:23:00 AM,Oct 2024,10/10/2022,Disposal,Rabies Risk,3,4,2 years,Bat,Black,0.15151515151515152
A914824,Rex,10/10/2024 01:13:00 PM,Oct 2024,10/07/2010,Transfer,Partner,1,2,14 years,Domestic Shorthair,Brown Tabby/White,0.5151515151515151
A914789,*Skipper,10/11/2024 11:42:00 AM,Oct 2024,10/07/2023,Transfer,Partner,1,0,1 year,Siamese,Lynx Point/White,0.12121212121212122
A914825,Eliza,10/11/2024 12:41:00 PM,Oct 2024,10/07/2019,Transfer,Partner,1,3,5 years,Domestic Shorthair,Brown Tabby,0.24242424242424243
A904864,Alastair,08/28/2024 02:49:00 PM,Aug 2024,04/23/2024,Adoption,Foster,1,2,4 months,Domestic Shorthair Mix,White/Brown Tabby,0.10087173100871731
A915097,180 Grams,10/11/2024 02:22:00 PM,Oct 2024,09/22/2024,Transfer,Partner,1,1,2 weeks,Domestic Shorthair,White/Black,0.09207139892071399
A915096,198 Grams,10/11/2024 02:22:00 PM,Oct 2024,09/23/2024,Transfer,Partner,1,1,2 weeks,Domestic Shorthair,White,0.09207139892071399
A817266,Jojo,02/25/2021 03:58:00 PM,Feb 2021,05/12/2016,Adoption,Foster,2,2,4 years,German Shepherd Mix,Black/Tan,0.21212121212121213
A912402,*Frida,10/12/2024 03:51:00 PM,Oct 2024,07/30/2024,Adoption,Foster,1,3,2 months,Domestic Shorthair,Black,0.09589041095890412
A912403,*Diego,10/12/2024 03:53:00 PM,Oct 2024,07/30/2024,Adoption,Foster,1,2,2 months,Domestic Shorthair,Black,0.09589041095890412
A913574,*Cracker,10/12/2024 03:45:00 PM,Oct 2024,07/28/2024,Adoption,Foster,1,2,2 months,Domestic Shorthair,Orange Tabby,0.09589041095890412
A898397,*Captain Cuddlesworth,10/12/2024 04:29:00 PM,Oct 2024,02/16/2022,Adoption,Foster,1,2,2 years,Domestic Shorthair,Blue,0.15151515151515152
A915130,Ginny,10/13/2024 12:37:00 PM,Oct 2024,05/11/2023,Transfer,Partner,1,0,1 year,Domestic Shorthair,Orange Tabby,0.12121212121212122
A914545,*Littlefoot,10/13/2024 12:37:00 PM,Oct 2024,10/02/2015,Transfer,Partner,2,2,9 years,Chihuahua Shorthair,White/Brown,0.36363636363636365
A909640,58 Grams,07/18/2024 01:41:00 PM,Jul 2024,07/18/2024,Died,Emergency,1,0,0 years,Domestic Shorthair,White/Orange,0.09090909090909091
A911009,Unknown-Stray,08/11/2024 01:40:00 PM,Aug 2024,08/08/2022,Died,In Kennel,1,0,2 years,Domestic Shorthair,Brown Tabby,0.15151515151515152
A914804,Angel Baby,10/13/2024 01:25:00 PM,Oct 2024,10/07/2022,Died,In Kennel,1,2,2 years,Domestic Shorthair,Black,0.15151515151515152
A796679,Hyper,10/02/2024 01:35:00 PM,Oct 2024,04/27/2019,Euthanasia,Suffering,2,2,5 years,Miniature Schnauzer/Beagle,Black,0.24242424242424243
A602482,*Emma,07/05/2024 01:41:00 PM,Jul 2024,06/02/2008,Died,At Vet,1,3,16 years,Domestic Shorthair Mix,Black/White,0.5757575757575758
A914106,Simba,09/30/2024 01:35:00 PM,Sep 2024,09/26/2015,Euthanasia,Suffering,1,2,9 years,Domestic Shorthair,Orange Tabby,0.36363636363636365
A915233,250G,10/13/2024 05:35:00 PM,Oct 2024,09/28/2024,Transfer,Partner,1,0,2 weeks,Domestic Shorthair,White/Black,0.09207139892071399
A908139,*Amazon,10/14/2024 08:40:00 AM,Oct 2024,07/10/2017,Transfer,Partner,2,2,7 years,Labrador Retriever Mix,Tan/White,0.30303030303030304
A911722,*Harriet,08/22/2024 08:17:00 AM,Aug 2024,08/20/2022,Transfer,Snr,1,3,2 years,Domestic Shorthair,Calico/White,0.15151515151515152
A914370,*Betty,10/14/2024 12:49:00 PM,Oct 2024,09/06/2024,Died,In Foster,1,0,1 month,Domestic Shorthair,Blue Tabby/White,0.09339975093399751
A893264,Blue,11/22/2023 01:07:00 PM,Nov 2023,06/03/2023,Transfer,Partner,2,2,5 months,German Pinscher,Black/Tan,0.10336239103362391
A911624,*Lavern,10/15/2024 08:33:00 AM,Oct 2024,08/18/2023,Adoption,Foster,3,0,1 year,Guinea Pig,Red/White,0.12121212121212122
A911625,*Shirley,10/15/2024 08:33:00 AM,Oct 2024,08/18/2023,Adoption,Foster,3,0,1 year,Guinea Pig,Red/White,0.12121212121212122
A911133,*Top Sail,10/15/2024 08:38:00 AM,Oct 2024,08/10/2023,Adoption,Foster,2,2,1 year,Pit Bull,Brown/White,0.12121212121212122
A912579,Sugar,10/15/2024 08:21:00 AM,Oct 2024,09/03/2010,Adoption,Foster,2,3,14 years,Miniature Schnauzer/Maltese,White,0.5151515151515151
A912473,*Bella Tricks,10/15/2024 09:22:00 AM,Oct 2024,06/24/2024,Adoption,Foster,1,3,3 months,Domestic Shorthair,Blue Tabby/White,0.09838107098381071
A799589,Dondee,12/31/2019 02:03:00 PM,Dec 2019,10/15/2019,Return to Owner,Customer S,2,3,2 months,Labrador Retriever Mix,Black,0.09589041095890412
A895359,*Sylvester,10/15/2024 11:48:00 AM,Oct 2024,12/27/2022,Adoption,Foster,2,2,1 year,Plott Hound Mix,Brown Brindle/White,0.12121212121212122
A915395,270 Grams,10/15/2024 01:16:00 PM,Oct 2024,09/23/2024,Transfer,Partner,1,1,3 weeks,Domestic Shorthair,White/Cream Tabby,0.09265255292652554
A915386,177 Grams,10/15/2024 01:16:00 PM,Oct 2024,09/15/2024,Transfer,Partner,1,0,4 weeks,Domestic Shorthair,Brown Tabby,0.09323370693233707
A912790,Mini,10/15/2024 03:50:00 PM,Oct 2024,10/12/2018,Euthanasia,Suffering,2,0,6 years,Chihuahua Shorthair,Brown,0.2727272727272727
A904411,*Sophie,10/15/2024 03:41:00 PM,Oct 2024,04/24/2024,Adoption,Foster,1,3,5 months,Domestic Shorthair,Torbie/White,0.10336239103362391
A912798,*Diana Prince,10/15/2024 03:53:00 PM,Oct 2024,07/21/2024,Adoption,Foster,1,3,2 months,Domestic Shorthair,Blue Tabby,0.09589041095890412
A912127,*Autumn,10/15/2024 03:35:00 PM,Oct 2024,07/19/2024,Adoption,Foster,1,3,2 months,Domestic Shorthair,White/Orange Tabby,0.09589041095890412
A912125,*Ginger,10/15/2024 03:31:00 PM,Oct 2024,07/19/2024,Adoption,Foster,1,3,2 months,Domestic Shorthair,Orange Tabby/White,0.09589041095890412
A915172,Lizzy,10/12/2024 05:08:00 PM,Oct 2024,10/16/2019,Transfer,Partner,2,3,4 years,Miniature Pinscher Mix,Black/Brown,0.21212121212121213
A883809,Oz,10/16/2024 12:20:00 PM,Oct 2024,06/23/2022,Adoption,Foster,2,3,2 years,Alaskan Husky Mix,Black/Tan,0.15151515151515152
A911377,Lady,10/16/2024 01:14:00 PM,Oct 2024,08/14/2022,Euthanasia,Aggressive,2,0,2 years,American Pit Bull Terrier,White,0.15151515151515152
A915507,Simba,10/16/2024 01:35:00 PM,Oct 2024,05/16/2024,Return to Owner,Field,1,1,5 months,Domestic Shorthair,Orange,0.10336239103362391
A912751,Ranger,10/16/2024 02:06:00 PM,Oct 2024,09/05/2022,Euthanasia,Aggressive,2,1,2 years,Pit Bull Mix,White/Brown,0.15151515151515152
A911557,Nacho,10/16/2024 02:05:00 PM,Oct 2024,08/16/2022,Euthanasia,Aggressive,2,2,2 years,Great Pyrenees/Border Collie,Cream,0.15151515151515152
A901609,*Archibald,10/16/2024 05:03:00 PM,Oct 2024,04/04/2022,Adoption,Foster,2,2,2 years,Pit Bull Mix,Brown/White,0.15151515151515152
A915184,Stitch,10/16/2024 05:36:00 PM,Oct 2024,08/12/2021,Transfer,Partner,2,1,3 years,French Bulldog,Blue/Tan,0.18181818181818182
A914872,*Charlotte,10/16/2024 06:30:00 PM,Oct 2024,07/08/2024,Transfer,Partner,3,0,3 months,Guinea Pig,Calico/White,0.09838107098381071
A910942,Mowie,10/16/2024 06:57:00 PM,Oct 2024,05/07/2024,Euthanasia,Suffering,1,1,5 months,Domestic Shorthair,Brown Tabby,0.10336239103362391
A914870,*Fiona,10/16/2024 06:30:00 PM,Oct 2024,07/08/2024,Transfer,Partner,3,0,3 months,Guinea Pig,Red,0.09838107098381071
A913992,*Georgia,10/17/2024 12:00:00 AM,Oct 2024,11/24/2023,Transfer,Snr,1,0,10 months,Domestic Shorthair,Brown Tabby,0.11581569115815692
A913676,*Skooter,10/17/2024 12:00:00 AM,Oct 2024,09/19/2022,Transfer,Snr,1,1,2 years,Domestic Shorthair,Brown Tabby,0.15151515151515152
A892548,*Drumstick,10/17/2024 09:45:00 AM,Oct 2024,11/07/2021,Adoption,Foster,3,0,2 years,Guinea Pig,White/Calico,0.15151515151515152
A892551,*Gravy,10/17/2024 09:45:00 AM,Oct 2024,11/07/2022,Adoption,Foster,3,0,1 year,Guinea Pig,Tortie,0.12121212121212122
A914776,Charlie,10/17/2024 02:54:00 PM,Oct 2024,12/07/2023,Euthanasia,At Vet,2,1,10 months,Australian Cattle Dog,Black/Gray,0.11581569115815692
A912767,*Chloe,10/17/2024 03:26:00 PM,Oct 2024,01/05/2024,Adoption,Foster,2,3,9 months,Pit Bull,Brown/White,0.11332503113325032
A915605,173 Grams,10/17/2024 03:51:00 PM,Oct 2024,09/25/2024,Transfer,Partner,1,0,3 weeks,Domestic Shorthair,Orange/White,0.09265255292652554
A915600,175 Grams,10/17/2024 03:50:00 PM,Oct 2024,09/25/2024,Transfer,Partner,1,0,3 weeks,Domestic Shorthair,Blue/White,0.09265255292652554
A906727,*Miguel,10/17/2024 03:24:00 PM,Oct 2024,04/30/2024,Adoption,Foster,1,2,5 months,Domestic Shorthair,Black,0.10336239103362391
A909581,*Rory,10/17/2024 03:31:00 PM,Oct 2024,05/31/2024,Adoption,Foster,2,3,4 months,Black Mouth Cur Mix,Tan/White,0.10087173100871731
A915607,168 Grams,10/17/2024 03:51:00 PM,Oct 2024,09/25/2024,Transfer,Partner,1,0,3 weeks,Domestic Shorthair,Brown Tabby/White,0.09265255292652554
A913528,Jinx,10/17/2024 04:32:00 PM,Oct 2024,07/17/2024,Adoption,Foster,1,2,3 months,Domestic Shorthair,Black,0.09838107098381071
A900923,Jaxson,10/18/2024 10:44:00 AM,Oct 2024,10/12/2022,Adoption,Foster,2,2,2 years,Labrador Retriever,Black,0.15151515151515152
A915330,*Baron Von Poodleman,10/18/2024 11:05:00 AM,Oct 2024,10/14/2021,Transfer,Partner,2,1,3 years,Miniature Poodle/Maltese,White,0.18181818181818182
A912888,*Birdie,10/18/2024 12:21:00 PM,Oct 2024,01/26/2024,Adoption,Foster,2,3,8 months,Treeing Walker Coonhound,White,0.11083437110834371
A915310,Winnie,10/18/2024 12:49:00 PM,Oct 2024,04/14/2024,Transfer,Snr,1,0,6 months,Domestic Shorthair,Black,0.10585305105853052
A900637,*Sunny,10/18/2024 01:39:00 PM,Oct 2024,03/25/2022,Adoption,Foster,2,3,2 years,Pit Bull Mix,Tan/White,0.15151515151515152
A713387,Rocky,10/01/2024 06:12:00 PM,Oct 2024,06/06/2014,Euthanasia,Suffering,2,2,10 years,American Bulldog Mix,Blue/White,0.3939393939393939
A915721,226 Grams,10/18/2024 03:43:00 PM,Oct 2024,10/03/2024,Transfer,Partner,1,0,2 weeks,Domestic Shorthair,White/Blue,0.09207139892071399
A915724,218 Grams,10/18/2024 03:44:00 PM,Oct 2024,09/27/2024,Transfer,Partner,1,0,3 weeks,Domestic Shorthair,Black,0.09265255292652554
A642528,Socks,09/15/2024 09:20:00 AM,Sep 2024,11/25/2008,Died,Emergency,2,2,15 years,Miniature Schnauzer Mix,Black/White,0.5454545454545455
A915725,225 Grams,10/18/2024 03:44:00 PM,Oct 2024,09/24/2024,Transfer,Partner,1,1,3 weeks,Domestic Shorthair,Black/White,0.09265255292652554
A882961,Toby,10/18/2024 03:45:00 PM,Oct 2024,06/11/2021,Euthanasia,Court/Investigation,2,1,3 years,Pit Bull Mix,Tan/White,0.18181818181818182
A914506,*Magpie,10/18/2024 06:29:00 PM,Oct 2024,10/02/2014,Transfer,Partner,1,3,10 years,Domestic Shorthair,Black/White,0.3939393939393939
A915286,*Tula,10/18/2024 06:00:00 PM,Oct 2024,10/14/2022,Transfer,Partner,2,0,2 years,Shih Tzu,White,0.15151515151515152
